,stage,type,time
1506,init->quorum,leader,0.271073
1507,quorum->run,leader,7.70857
1508,run->cleanup,leader,244.83839999999998
1509,cleanup->shutdown,leader,0.248213
1510,shutdown->finalize,leader,0.0654628
1511,goodbye->exit,leader,2.627e-05
1512,none->join,leader,0.00027446999999999997
1513,join->init,leader,2.336e-05
1514,init->quorum,leader,0.265706
1515,quorum->run,leader,9.91364
1516,run->cleanup,leader,242.4336
1517,cleanup->shutdown,leader,0.246554
1518,shutdown->finalize,leader,0.06630559999999999
1519,goodbye->exit,leader,2.2179999999999998e-05
1520,none->join,leader,0.00024647
1521,join->init,leader,2.4940000000000002e-05
1522,init->quorum,leader,0.263116
1523,quorum->run,leader,2.7927
1524,run->cleanup,leader,238.8918
1525,cleanup->shutdown,leader,0.250189
1526,shutdown->finalize,leader,0.06424550000000001
1527,goodbye->exit,leader,2.1139999999999997e-05
1528,none->join,leader,0.00027293
1529,join->init,leader,2.505e-05
1530,init->quorum,leader,0.284976
1531,quorum->run,leader,3.40915
1532,run->cleanup,leader,244.07819999999998
1533,cleanup->shutdown,leader,0.250321
1534,shutdown->finalize,leader,0.0645086
1535,goodbye->exit,leader,2.06e-05
1536,none->join,leader,0.000263869
1537,join->init,leader,2.368e-05
1538,init->quorum,leader,0.271378
1539,quorum->run,leader,3.1087
1540,run->cleanup,leader,243.95999999999998
1541,cleanup->shutdown,leader,0.244864
1542,shutdown->finalize,leader,0.0668151
1543,goodbye->exit,leader,2.726e-05
1544,none->join,leader,0.00024795
1545,join->init,leader,2.2429999999999997e-05
1546,init->quorum,leader,0.264025
1547,quorum->run,leader,5.00112
1548,run->cleanup,leader,254.679
1549,cleanup->shutdown,leader,0.242136
1550,shutdown->finalize,leader,0.06652559999999999
1551,goodbye->exit,leader,2.753e-05
1552,none->join,leader,0.00025462
1553,join->init,leader,2.489e-05
1554,init->quorum,leader,0.268248
1555,quorum->run,leader,3.40845
1556,run->cleanup,leader,242.7042
1557,cleanup->shutdown,leader,0.249663
1558,shutdown->finalize,leader,0.0666073
1559,goodbye->exit,leader,3.092e-05
1560,none->join,leader,0.00024870000000000003
1561,join->init,leader,2.224e-05
1562,init->quorum,leader,0.26176
1563,quorum->run,leader,4.60767
1564,run->cleanup,leader,235.1232
1565,cleanup->shutdown,leader,0.24722
1566,shutdown->finalize,leader,0.0674139
1567,goodbye->exit,leader,2.22e-05
1568,none->join,leader,0.00025340000000000003
1569,join->init,leader,2.333e-05
1570,init->quorum,leader,0.258807
1571,quorum->run,leader,2.56428
1572,run->cleanup,leader,246.70980000000003
1573,cleanup->shutdown,leader,0.243955
1574,shutdown->finalize,leader,0.0655581
1575,goodbye->exit,leader,2.2700000000000003e-05
1576,none->join,leader,0.00026517
1577,join->init,leader,2.443e-05
1578,init->quorum,leader,0.269888
1579,quorum->run,leader,10.8124
1580,run->cleanup,leader,243.97500000000002
1581,cleanup->shutdown,leader,0.245908
1582,shutdown->finalize,leader,0.0655643
1583,goodbye->exit,leader,2.403e-05
1584,none->join,leader,0.00028777
1585,join->init,leader,2.5110000000000002e-05
1586,init->quorum,leader,0.26321
1587,quorum->run,leader,5.73215
1588,run->cleanup,leader,244.917
1589,cleanup->shutdown,leader,0.254949
1590,shutdown->finalize,leader,0.064964
1591,goodbye->exit,leader,2.196e-05
1592,none->join,leader,0.00026933
1593,join->init,leader,2.364e-05
1594,init->quorum,leader,0.270563
1595,quorum->run,leader,9.16169
1596,run->cleanup,leader,243.6744
1597,cleanup->shutdown,leader,0.245382
1598,shutdown->finalize,leader,0.06594240000000001
1599,goodbye->exit,leader,2.2e-05
1600,none->join,leader,0.00026146000000000003
1601,join->init,leader,2.3380000000000003e-05
1602,init->quorum,leader,0.264481
1603,quorum->run,leader,3.81555
1604,run->cleanup,leader,244.04039999999998
1605,cleanup->shutdown,leader,0.25068
1606,shutdown->finalize,leader,0.0656755
1607,goodbye->exit,leader,2.24e-05
1608,none->join,leader,0.00026302
1609,join->init,leader,2.288e-05
1610,init->quorum,leader,0.262984
1611,quorum->run,leader,31.5921
1612,run->cleanup,leader,235.416
1613,cleanup->shutdown,leader,0.245927
1614,shutdown->finalize,leader,0.0672093
1615,goodbye->exit,leader,2.1309999999999998e-05
1616,none->join,leader,0.00028111000000000005
1617,join->init,leader,2.401e-05
1618,init->quorum,leader,0.263454
1619,quorum->run,leader,11.8789
1620,run->cleanup,leader,248.4816
1621,cleanup->shutdown,leader,0.242206
1622,shutdown->finalize,leader,0.0669739
1623,goodbye->exit,leader,2.5569999999999997e-05
1624,none->join,leader,0.00025779000000000004
1625,join->init,leader,2.4129999999999998e-05
1626,init->quorum,leader,0.266139
1627,quorum->run,leader,3.28783
1628,run->cleanup,leader,241.27319999999997
1629,cleanup->shutdown,leader,0.245061
1630,shutdown->finalize,leader,0.06612009999999999
1631,goodbye->exit,leader,2.061e-05
1632,none->join,leader,0.00026331
1633,join->init,leader,2.468e-05
1634,init->quorum,leader,0.270027
1635,quorum->run,leader,3.43764
1636,run->cleanup,leader,244.09979999999996
1637,cleanup->shutdown,leader,0.245044
1638,shutdown->finalize,leader,0.0677178
1639,goodbye->exit,leader,2.501e-05
1640,none->join,leader,0.00026256
1641,join->init,leader,2.5909999999999998e-05
1642,init->quorum,leader,0.260715
1643,quorum->run,leader,4.63084
1644,run->cleanup,leader,249.4398
1645,cleanup->shutdown,leader,0.242358
1646,shutdown->finalize,leader,0.0669645
1647,goodbye->exit,leader,2.612e-05
1648,none->join,leader,0.0002556
1649,join->init,leader,2.292e-05
1650,init->quorum,leader,0.258938
1651,quorum->run,leader,7.45454
1652,run->cleanup,leader,245.0238
1653,cleanup->shutdown,leader,0.245014
1654,shutdown->finalize,leader,0.06907930000000001
1655,goodbye->exit,leader,2.1669999999999998e-05
1656,none->join,leader,0.00025418
1657,join->init,leader,4.5719999999999996e-05
1658,init->quorum,leader,0.268545
1659,quorum->run,leader,11.6025
1660,run->cleanup,leader,232.99380000000002
1661,cleanup->shutdown,leader,0.244083
1662,shutdown->finalize,leader,0.06592579999999999
1663,goodbye->exit,leader,2.5409e-05
1664,none->join,leader,0.00027855999999999996
1665,join->init,leader,2.485e-05
1666,init->quorum,leader,0.269864
1667,quorum->run,leader,3.9302
1668,run->cleanup,leader,240.61679999999998
1669,cleanup->shutdown,leader,0.251273
1670,shutdown->finalize,leader,0.065668
1671,goodbye->exit,leader,3.061e-05
1672,none->join,leader,0.00024689
1673,join->init,leader,2.499e-05
1674,init->quorum,leader,0.264627
1675,quorum->run,leader,8.73034
1676,run->cleanup,leader,245.58479999999997
1677,cleanup->shutdown,leader,0.244061
1678,shutdown->finalize,leader,0.06519029999999999
1679,goodbye->exit,leader,2.0719999999999998e-05
1680,none->join,leader,0.00024909
1681,join->init,leader,2.3120000000000002e-05
1682,init->quorum,leader,0.262018
1683,quorum->run,leader,31.94
1684,run->cleanup,leader,245.3412
1685,cleanup->shutdown,leader,0.243928
1686,shutdown->finalize,leader,0.06513580000000001
1687,goodbye->exit,leader,2.629e-05
1688,none->join,leader,0.00024963
1689,join->init,leader,2.2499999999999998e-05
1690,init->quorum,leader,0.262051
1691,quorum->run,leader,6.38205
1692,run->cleanup,leader,244.06319999999997
1693,cleanup->shutdown,leader,0.242915
1694,shutdown->finalize,leader,0.0664166
1695,goodbye->exit,leader,2.166e-05
1696,none->join,leader,0.00025118
1697,join->init,leader,4.818e-05
1698,init->quorum,leader,0.260979
1699,quorum->run,leader,7.47975
1700,run->cleanup,leader,243.3546
1701,cleanup->shutdown,leader,0.244286
1702,shutdown->finalize,leader,0.06546550000000001
1703,goodbye->exit,leader,2.192e-05
1704,none->join,leader,0.00025752999999999996
1705,join->init,leader,2.576e-05
1706,init->quorum,leader,0.2678
1707,quorum->run,leader,7.59354
1708,run->cleanup,leader,238.3644
1709,cleanup->shutdown,leader,0.249253
1710,shutdown->finalize,leader,0.0663179
1711,goodbye->exit,leader,2.251e-05
1712,none->join,leader,0.00025638
1713,join->init,leader,2.3040000000000003e-05
1714,init->quorum,leader,0.26239
1715,quorum->run,leader,3.4421
1716,run->cleanup,leader,239.85060000000001
1717,cleanup->shutdown,leader,0.245064
1718,shutdown->finalize,leader,0.0663465
1719,goodbye->exit,leader,2.104e-05
1720,none->join,leader,0.00025444
1721,join->init,leader,2.452e-05
1722,init->quorum,leader,0.264344
1723,quorum->run,leader,6.33002
1724,run->cleanup,leader,241.8228
1725,cleanup->shutdown,leader,0.244676
1726,shutdown->finalize,leader,0.06745040000000001
1727,goodbye->exit,leader,2.63e-05
1728,none->join,leader,0.00029058
1729,join->init,leader,2.4789999999999998e-05
1730,init->quorum,leader,0.281735
1731,quorum->run,leader,3.56144
1732,run->cleanup,leader,237.95520000000002
1733,cleanup->shutdown,leader,0.246913
1734,shutdown->finalize,leader,0.066395
1735,goodbye->exit,leader,2.4940000000000002e-05
1736,none->join,leader,0.00027011
1737,join->init,leader,2.474e-05
1738,init->quorum,leader,0.267638
1739,quorum->run,leader,7.25058
1740,run->cleanup,leader,246.60420000000002
1741,cleanup->shutdown,leader,0.244745
1742,shutdown->finalize,leader,0.0719166
1743,goodbye->exit,leader,2.194e-05
1744,none->join,leader,0.00025557
1745,join->init,leader,2.37e-05
1746,init->quorum,leader,0.262767
1747,quorum->run,leader,11.8723
1748,run->cleanup,leader,242.44320000000002
1749,cleanup->shutdown,leader,0.244045
1750,shutdown->finalize,leader,0.0714936
1751,goodbye->exit,leader,2.16e-05
1752,none->join,leader,0.00026537
1753,join->init,leader,2.431e-05
1754,init->quorum,leader,0.266727
1755,quorum->run,leader,7.22398
1756,run->cleanup,leader,242.187
1757,cleanup->shutdown,leader,0.247416
1758,shutdown->finalize,leader,0.06810429999999999
1759,goodbye->exit,leader,2.0969999999999997e-05
